sample_id,file_path,file_checksum,label_key,semantic_label,vocabulary_scope,recognition_profile,vocabulary_group,collection_campaign,motion_type,signer_id,session_id,source_type,raw_landmarks_available,normalization_version,quality_status,class_uid,slug,label_original,language,dialect,folder_name,file,class_idx,label_slug
4a0128a9ab,dataset/features/vn/bang-chu-cai/class_a_49ab9b7a/sample_4a0128a9ab.npz,8aed4555c27399cb80205008194126ea7824415008cd8ebc8c1af50ffbfd16ea,vn/alphabet/a,a,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,49ab9b7a-4a36-41ca-acea-92da53adc53c,a,A,vn,bang-chu-cai,class_a_49ab9b7a,sample_4a0128a9ab.npz,1,a
593c5ebd8f,dataset/features/vn/bang-chu-cai/class_a_49ab9b7a/sample_593c5ebd8f.npz,d8a54ad60e2fb30c346c0bc01250e8a35514ffb31250a72e7b421521165e1e1a,vn/alphabet/a,a,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,49ab9b7a-4a36-41ca-acea-92da53adc53c,a,A,vn,bang-chu-cai,class_a_49ab9b7a,sample_593c5ebd8f.npz,1,a
659aa45c70,dataset/features/vn/bang-chu-cai/class_a_49ab9b7a/sample_659aa45c70.npz,ab6c91e5afc91a8f070cea8a9726c767db035e182d3fdc4d7ad901677587357c,vn/alphabet/a,a,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,49ab9b7a-4a36-41ca-acea-92da53adc53c,a,A,vn,bang-chu-cai,class_a_49ab9b7a,sample_659aa45c70.npz,1,a
71dc3c836b,dataset/features/vn/bang-chu-cai/class_a_49ab9b7a/sample_71dc3c836b.npz,b703a04b6b03aa2eb0dbe6b3dc9c7bb980f5210bafecfe84d4b5c1b25a2d3556,vn/alphabet/a,a,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,49ab9b7a-4a36-41ca-acea-92da53adc53c,a,A,vn,bang-chu-cai,class_a_49ab9b7a,sample_71dc3c836b.npz,1,a
7e2527b8b8,dataset/features/vn/bang-chu-cai/class_a_49ab9b7a/sample_7e2527b8b8.npz,3ca9c431560d321ab91661434e8e5f86669d60b72a9db70ead98f65a9d8081bd,vn/alphabet/a,a,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,49ab9b7a-4a36-41ca-acea-92da53adc53c,a,A,vn,bang-chu-cai,class_a_49ab9b7a,sample_7e2527b8b8.npz,1,a
b7df54a43b,dataset/features/vn/bang-chu-cai/class_a_49ab9b7a/sample_b7df54a43b.npz,13a2a7130dab95d74aa5b535f6c69da70b74ec01e1c67fd95f00aa9498b9c4fc,vn/alphabet/a,a,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,49ab9b7a-4a36-41ca-acea-92da53adc53c,a,A,vn,bang-chu-cai,class_a_49ab9b7a,sample_b7df54a43b.npz,1,a
da2156bad7,dataset/features/vn/bang-chu-cai/class_a_49ab9b7a/sample_da2156bad7.npz,11e3849fb75cadc8c4db44493e2b664a100ce40088648b9f10d58c6df218cfc5,vn/alphabet/a,a,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,49ab9b7a-4a36-41ca-acea-92da53adc53c,a,A,vn,bang-chu-cai,class_a_49ab9b7a,sample_da2156bad7.npz,1,a
dbae9fb0e7,dataset/features/vn/bang-chu-cai/class_a_49ab9b7a/sample_dbae9fb0e7.npz,66438288534f085a7a1c63590d7e796b86d9b2d2586b32e22f0ea41514c6ae6e,vn/alphabet/a,a,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,49ab9b7a-4a36-41ca-acea-92da53adc53c,a,A,vn,bang-chu-cai,class_a_49ab9b7a,sample_dbae9fb0e7.npz,1,a
ebb8b24b54,dataset/features/vn/bang-chu-cai/class_a_49ab9b7a/sample_ebb8b24b54.npz,ac771bd85e60505c37a6c3d047e0e2266e1c9007817ffe5f51a16f10a60473dc,vn/alphabet/a,a,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,49ab9b7a-4a36-41ca-acea-92da53adc53c,a,A,vn,bang-chu-cai,class_a_49ab9b7a,sample_ebb8b24b54.npz,1,a
15a5c5e2b7,dataset/features/vn/bang-chu-cai/class_aa_cf079207/sample_15a5c5e2b7.npz,3830dc3be7fd93eb828d1eee3bc6fcee1a31390504545f93177aa6b5978846bb,vn/alphabet/aa,aa,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,cf079207-e73b-420c-9e82-47d42851154f,aa,Â,vn,bang-chu-cai,class_aa_cf079207,sample_15a5c5e2b7.npz,2,aa
1d1ee9f650,dataset/features/vn/bang-chu-cai/class_aa_cf079207/sample_1d1ee9f650.npz,93ed421173c0fddfcf79db2888e99c9493b7e7e92d6248bcf01b04679d818884,vn/alphabet/aa,aa,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,cf079207-e73b-420c-9e82-47d42851154f,aa,Â,vn,bang-chu-cai,class_aa_cf079207,sample_1d1ee9f650.npz,2,aa
225d541e78,dataset/features/vn/bang-chu-cai/class_aa_cf079207/sample_225d541e78.npz,dfd0da48a924c856d5fbc8e511941e85ec3959646436d435f4b1b95d9fb58c03,vn/alphabet/aa,aa,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,cf079207-e73b-420c-9e82-47d42851154f,aa,Â,vn,bang-chu-cai,class_aa_cf079207,sample_225d541e78.npz,2,aa
232478eafe,dataset/features/vn/bang-chu-cai/class_aa_cf079207/sample_232478eafe.npz,5fb830c8fff14968e9c110f286c9f212517309967121bdac40efc8f16bc16dc3,vn/alphabet/aa,aa,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,cf079207-e73b-420c-9e82-47d42851154f,aa,Â,vn,bang-chu-cai,class_aa_cf079207,sample_232478eafe.npz,2,aa
25b9c72a63,dataset/features/vn/bang-chu-cai/class_aa_cf079207/sample_25b9c72a63.npz,72762cb5869d0135f2eb3c6a011e075fe6ccb5df27c3e5de11573d67cf912e5b,vn/alphabet/aa,aa,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,cf079207-e73b-420c-9e82-47d42851154f,aa,Â,vn,bang-chu-cai,class_aa_cf079207,sample_25b9c72a63.npz,2,aa
290205b8d0,dataset/features/vn/bang-chu-cai/class_aa_cf079207/sample_290205b8d0.npz,55a631dd16e15933a7b44176bd5842c35830124b902956925b58b47f10029d44,vn/alphabet/aa,aa,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,cf079207-e73b-420c-9e82-47d42851154f,aa,Â,vn,bang-chu-cai,class_aa_cf079207,sample_290205b8d0.npz,2,aa
352cfef9c1,dataset/features/vn/bang-chu-cai/class_aa_cf079207/sample_352cfef9c1.npz,cd464cdc6859124d86661a2b0964272518b858f16031b38553173f6632edfe3a,vn/alphabet/aa,aa,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,cf079207-e73b-420c-9e82-47d42851154f,aa,Â,vn,bang-chu-cai,class_aa_cf079207,sample_352cfef9c1.npz,2,aa
51413571d3,dataset/features/vn/bang-chu-cai/class_aa_cf079207/sample_51413571d3.npz,55887912e99e85ac30257b7c914d966632a7759901af388260e980096bf8dd90,vn/alphabet/aa,aa,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,cf079207-e73b-420c-9e82-47d42851154f,aa,Â,vn,bang-chu-cai,class_aa_cf079207,sample_51413571d3.npz,2,aa
5253e05529,dataset/features/vn/bang-chu-cai/class_aa_cf079207/sample_5253e05529.npz,c7823b275b3a13c2f612a701ae3f6e71e524be5fca199d78bb7c286fdcb33cf6,vn/alphabet/aa,aa,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,cf079207-e73b-420c-9e82-47d42851154f,aa,Â,vn,bang-chu-cai,class_aa_cf079207,sample_5253e05529.npz,2,aa
5e20e2cddb,dataset/features/vn/bang-chu-cai/class_aa_cf079207/sample_5e20e2cddb.npz,9b9f7411930f154cc35d995e9981498031d6ffbdc029dffcf262164108e001d5,vn/alphabet/aa,aa,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,cf079207-e73b-420c-9e82-47d42851154f,aa,Â,vn,bang-chu-cai,class_aa_cf079207,sample_5e20e2cddb.npz,2,aa
6ae5fab638,dataset/features/vn/bang-chu-cai/class_aa_cf079207/sample_6ae5fab638.npz,ec1ff929ffa650bb855db0c4eadca1d401e640a5fe086e544708d431b155e16e,vn/alphabet/aa,aa,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,cf079207-e73b-420c-9e82-47d42851154f,aa,Â,vn,bang-chu-cai,class_aa_cf079207,sample_6ae5fab638.npz,2,aa
6db30fef7a,dataset/features/vn/bang-chu-cai/class_aa_cf079207/sample_6db30fef7a.npz,a6de93093f96fa8412fc82a8057c67042e85ae7089d474497be41d48ba9e62ef,vn/alphabet/aa,aa,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,cf079207-e73b-420c-9e82-47d42851154f,aa,Â,vn,bang-chu-cai,class_aa_cf079207,sample_6db30fef7a.npz,2,aa
a07b44a3e1,dataset/features/vn/bang-chu-cai/class_aa_cf079207/sample_a07b44a3e1.npz,620339254b7d731650030d4ec3de791397194d72d5423fc14fa544b04d817257,vn/alphabet/aa,aa,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,cf079207-e73b-420c-9e82-47d42851154f,aa,Â,vn,bang-chu-cai,class_aa_cf079207,sample_a07b44a3e1.npz,2,aa
aef87604d6,dataset/features/vn/bang-chu-cai/class_aa_cf079207/sample_aef87604d6.npz,ff96c3421ef51f1aac669cffa78bed9bdad8fb35244a7bb600813d0a1daefe96,vn/alphabet/aa,aa,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,cf079207-e73b-420c-9e82-47d42851154f,aa,Â,vn,bang-chu-cai,class_aa_cf079207,sample_aef87604d6.npz,2,aa
b3731b83f3,dataset/features/vn/bang-chu-cai/class_aa_cf079207/sample_b3731b83f3.npz,b567aa8e6edf303840020434ba579406abbff15e4a65243296a6e21fcc2dbee9,vn/alphabet/aa,aa,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,cf079207-e73b-420c-9e82-47d42851154f,aa,Â,vn,bang-chu-cai,class_aa_cf079207,sample_b3731b83f3.npz,2,aa
b84c291a44,dataset/features/vn/bang-chu-cai/class_aa_cf079207/sample_b84c291a44.npz,9ef9a04134016958171ac4f90aae249434e1c9df0ae9bdb5ede4fba431f06255,vn/alphabet/aa,aa,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,cf079207-e73b-420c-9e82-47d42851154f,aa,Â,vn,bang-chu-cai,class_aa_cf079207,sample_b84c291a44.npz,2,aa
b85dbadb55,dataset/features/vn/bang-chu-cai/class_aa_cf079207/sample_b85dbadb55.npz,1c02e59271c2bd8d3db544e55282c488aba0bfdde7a5565fd0703b224f245576,vn/alphabet/aa,aa,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,cf079207-e73b-420c-9e82-47d42851154f,aa,Â,vn,bang-chu-cai,class_aa_cf079207,sample_b85dbadb55.npz,2,aa
c44b263cd0,dataset/features/vn/bang-chu-cai/class_aa_cf079207/sample_c44b263cd0.npz,9ad576b0007e2ffb83f17ad9c122eaa48e0c09c485999f24828259d1c925c446,vn/alphabet/aa,aa,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,cf079207-e73b-420c-9e82-47d42851154f,aa,Â,vn,bang-chu-cai,class_aa_cf079207,sample_c44b263cd0.npz,2,aa
ca8b5d72eb,dataset/features/vn/bang-chu-cai/class_aa_cf079207/sample_ca8b5d72eb.npz,f59228d28c8c321bf1bde7201e1b46f4ba14f8c6bde946e13195bca6256564c4,vn/alphabet/aa,aa,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,cf079207-e73b-420c-9e82-47d42851154f,aa,Â,vn,bang-chu-cai,class_aa_cf079207,sample_ca8b5d72eb.npz,2,aa
d865c34311,dataset/features/vn/bang-chu-cai/class_aa_cf079207/sample_d865c34311.npz,aa388bfbae2c06a05dd6cfa5112d7943145969f5352cb494f4be11bb2673c1dd,vn/alphabet/aa,aa,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,cf079207-e73b-420c-9e82-47d42851154f,aa,Â,vn,bang-chu-cai,class_aa_cf079207,sample_d865c34311.npz,2,aa
1b0fa3b19f,dataset/features/vn/bang-chu-cai/class_aw_80ab9d55/sample_1b0fa3b19f.npz,ebf872df7f8855ceb98849579d53055ddbfe36ab9a25b55fb67f59ca61d16250,vn/alphabet/aw,aw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,80ab9d55-06b3-4fc7-8457-83c51cfe3ef7,aw,Ă,vn,bang-chu-cai,class_aw_80ab9d55,sample_1b0fa3b19f.npz,3,aw
3529fc53f5,dataset/features/vn/bang-chu-cai/class_aw_80ab9d55/sample_3529fc53f5.npz,4da0d90b16c32fb774f8ef65aa84f439bec6dfa5f6bcc4815cc1e6cb5671f3ad,vn/alphabet/aw,aw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,80ab9d55-06b3-4fc7-8457-83c51cfe3ef7,aw,Ă,vn,bang-chu-cai,class_aw_80ab9d55,sample_3529fc53f5.npz,3,aw
35c5674463,dataset/features/vn/bang-chu-cai/class_aw_80ab9d55/sample_35c5674463.npz,666ba3fa1d800e2f8361fbc0e0cd9f142ba1da4cd15099948876225d28d93cb9,vn/alphabet/aw,aw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,80ab9d55-06b3-4fc7-8457-83c51cfe3ef7,aw,Ă,vn,bang-chu-cai,class_aw_80ab9d55,sample_35c5674463.npz,3,aw
503077447c,dataset/features/vn/bang-chu-cai/class_aw_80ab9d55/sample_503077447c.npz,2ce433495e613a5443f46cdf9e35b77ac293f6b6b9eba708b77a099e372c3c4e,vn/alphabet/aw,aw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,80ab9d55-06b3-4fc7-8457-83c51cfe3ef7,aw,Ă,vn,bang-chu-cai,class_aw_80ab9d55,sample_503077447c.npz,3,aw
5b11ae2a33,dataset/features/vn/bang-chu-cai/class_aw_80ab9d55/sample_5b11ae2a33.npz,aff46b7b433b4c0b9c5cb14e2957f79cc336c299a7b85c0a5e6aed30efa8d3be,vn/alphabet/aw,aw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,80ab9d55-06b3-4fc7-8457-83c51cfe3ef7,aw,Ă,vn,bang-chu-cai,class_aw_80ab9d55,sample_5b11ae2a33.npz,3,aw
7663171198,dataset/features/vn/bang-chu-cai/class_aw_80ab9d55/sample_7663171198.npz,e9917958e02ef43302b1a8b0b4cedad800ef861dda6818fce633ba48eaac8f29,vn/alphabet/aw,aw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,80ab9d55-06b3-4fc7-8457-83c51cfe3ef7,aw,Ă,vn,bang-chu-cai,class_aw_80ab9d55,sample_7663171198.npz,3,aw
7ed67f2696,dataset/features/vn/bang-chu-cai/class_aw_80ab9d55/sample_7ed67f2696.npz,ef310390099acb0e337d234710b8b4e4be369f9e1c52d6be7d3354d8464bfa10,vn/alphabet/aw,aw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,80ab9d55-06b3-4fc7-8457-83c51cfe3ef7,aw,Ă,vn,bang-chu-cai,class_aw_80ab9d55,sample_7ed67f2696.npz,3,aw
821fefdf88,dataset/features/vn/bang-chu-cai/class_aw_80ab9d55/sample_821fefdf88.npz,64dd7fd19535fb03ca0f344a7331a2b7c77e8f24b433ec8a90f7abe453663a73,vn/alphabet/aw,aw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,80ab9d55-06b3-4fc7-8457-83c51cfe3ef7,aw,Ă,vn,bang-chu-cai,class_aw_80ab9d55,sample_821fefdf88.npz,3,aw
88abbaaa1e,dataset/features/vn/bang-chu-cai/class_aw_80ab9d55/sample_88abbaaa1e.npz,94af5f1a705287743f1ce5f8d5e6060f30ab43d906d5b421186a3987ec42104b,vn/alphabet/aw,aw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,80ab9d55-06b3-4fc7-8457-83c51cfe3ef7,aw,Ă,vn,bang-chu-cai,class_aw_80ab9d55,sample_88abbaaa1e.npz,3,aw
a342000a6d,dataset/features/vn/bang-chu-cai/class_aw_80ab9d55/sample_a342000a6d.npz,f17320d4dd96fb1e0b6125eed121184b3b2014c6feb42df11fffda916957e7aa,vn/alphabet/aw,aw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,80ab9d55-06b3-4fc7-8457-83c51cfe3ef7,aw,Ă,vn,bang-chu-cai,class_aw_80ab9d55,sample_a342000a6d.npz,3,aw
a818991d9b,dataset/features/vn/bang-chu-cai/class_aw_80ab9d55/sample_a818991d9b.npz,0e6fe1371f07bbb1e0bb68e63327f89a3bce8de77e70c5aea51ad3f306c6c492,vn/alphabet/aw,aw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,80ab9d55-06b3-4fc7-8457-83c51cfe3ef7,aw,Ă,vn,bang-chu-cai,class_aw_80ab9d55,sample_a818991d9b.npz,3,aw
ae65693319,dataset/features/vn/bang-chu-cai/class_aw_80ab9d55/sample_ae65693319.npz,e01ad3e5276996517c37b3b83e18478b0b6a24655a455f0daf2151acca14deb8,vn/alphabet/aw,aw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,80ab9d55-06b3-4fc7-8457-83c51cfe3ef7,aw,Ă,vn,bang-chu-cai,class_aw_80ab9d55,sample_ae65693319.npz,3,aw
af07fe5a46,dataset/features/vn/bang-chu-cai/class_aw_80ab9d55/sample_af07fe5a46.npz,fd3570dfb506f7e897c763f4ddf0ad74b5599d49a685c60d9a83b92b6c629bc5,vn/alphabet/aw,aw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,80ab9d55-06b3-4fc7-8457-83c51cfe3ef7,aw,Ă,vn,bang-chu-cai,class_aw_80ab9d55,sample_af07fe5a46.npz,3,aw
b002a6fdda,dataset/features/vn/bang-chu-cai/class_aw_80ab9d55/sample_b002a6fdda.npz,43f12b68f386d8c1e93bc6b1eafaa5954fdc387843d8fd42dd4a3049591cc13c,vn/alphabet/aw,aw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,80ab9d55-06b3-4fc7-8457-83c51cfe3ef7,aw,Ă,vn,bang-chu-cai,class_aw_80ab9d55,sample_b002a6fdda.npz,3,aw
b0a0011286,dataset/features/vn/bang-chu-cai/class_aw_80ab9d55/sample_b0a0011286.npz,7bca3b099a41ecaf77ea00dc5d266fb3d05947158452541a30edbd165f5c646d,vn/alphabet/aw,aw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,80ab9d55-06b3-4fc7-8457-83c51cfe3ef7,aw,Ă,vn,bang-chu-cai,class_aw_80ab9d55,sample_b0a0011286.npz,3,aw
b479911fc2,dataset/features/vn/bang-chu-cai/class_aw_80ab9d55/sample_b479911fc2.npz,8b9ee6cd6dbb57d39f6be216e51777036e921acec07cbd1e319984d042f653df,vn/alphabet/aw,aw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,80ab9d55-06b3-4fc7-8457-83c51cfe3ef7,aw,Ă,vn,bang-chu-cai,class_aw_80ab9d55,sample_b479911fc2.npz,3,aw
c1f2a24fe1,dataset/features/vn/bang-chu-cai/class_aw_80ab9d55/sample_c1f2a24fe1.npz,337df5e8a470e984aa1233df51521a79eaa169fa05b721f37bbef94bfbe16fb1,vn/alphabet/aw,aw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,80ab9d55-06b3-4fc7-8457-83c51cfe3ef7,aw,Ă,vn,bang-chu-cai,class_aw_80ab9d55,sample_c1f2a24fe1.npz,3,aw
e114940563,dataset/features/vn/bang-chu-cai/class_aw_80ab9d55/sample_e114940563.npz,32521523e20914b842d9ed721d338981e88b7aed37cdd23e1319d6a30936aee0,vn/alphabet/aw,aw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,80ab9d55-06b3-4fc7-8457-83c51cfe3ef7,aw,Ă,vn,bang-chu-cai,class_aw_80ab9d55,sample_e114940563.npz,3,aw
f46396536d,dataset/features/vn/bang-chu-cai/class_aw_80ab9d55/sample_f46396536d.npz,df43ea4f46c06d67d6351ff6e596ad0275b11a2aa997c5bec63ae13aae56a51a,vn/alphabet/aw,aw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,80ab9d55-06b3-4fc7-8457-83c51cfe3ef7,aw,Ă,vn,bang-chu-cai,class_aw_80ab9d55,sample_f46396536d.npz,3,aw
0139d03c25,dataset/features/vn/bang-chu-cai/class_b_60bed4e1/sample_0139d03c25.npz,71fc714687389a492395ce2e03a024274d7149f675c723c7d96c060ca56ea3f5,vn/alphabet/b,b,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,60bed4e1-4f2f-4526-ad75-a4501ee58a85,b,B,vn,bang-chu-cai,class_b_60bed4e1,sample_0139d03c25.npz,4,b
