sample_uid,class_uid,slug,label_original,language,dialect,source_type,user_id,session_id,fps_original,fps_processed,seq_len,augment_id,completeness,file_path,storage_key,storage_url,checksum,created_at
a9543eaac8,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,1,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_001/sample_a9543eaac8.npz,features/vn/common/class_cam-on_cb7be8bf/aug_001/sample_a9543eaac8.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_001/sample_a9543eaac8.npz,,2026-05-04T08:59:59.109702Z
0b1cb9b474,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,2,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_002/sample_0b1cb9b474.npz,features/vn/common/class_cam-on_cb7be8bf/aug_002/sample_0b1cb9b474.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_002/sample_0b1cb9b474.npz,,2026-05-04T08:59:59.210933Z
bc069a3d1f,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,3,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_003/sample_bc069a3d1f.npz,features/vn/common/class_cam-on_cb7be8bf/aug_003/sample_bc069a3d1f.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_003/sample_bc069a3d1f.npz,,2026-05-04T08:59:59.306399Z
ef95d09561,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,4,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_004/sample_ef95d09561.npz,features/vn/common/class_cam-on_cb7be8bf/aug_004/sample_ef95d09561.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_004/sample_ef95d09561.npz,,2026-05-04T08:59:59.402266Z
3480bfa626,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,5,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_005/sample_3480bfa626.npz,features/vn/common/class_cam-on_cb7be8bf/aug_005/sample_3480bfa626.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_005/sample_3480bfa626.npz,,2026-05-04T08:59:59.518236Z
9dbc373201,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,6,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_006/sample_9dbc373201.npz,features/vn/common/class_cam-on_cb7be8bf/aug_006/sample_9dbc373201.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_006/sample_9dbc373201.npz,,2026-05-04T08:59:59.621356Z
afa0b2aeb8,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,7,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_007/sample_afa0b2aeb8.npz,features/vn/common/class_cam-on_cb7be8bf/aug_007/sample_afa0b2aeb8.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_007/sample_afa0b2aeb8.npz,,2026-05-04T08:59:59.720815Z
62b1e3c361,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,0,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_000/sample_62b1e3c361.npz,features/vn/common/class_cam-on_cb7be8bf/aug_000/sample_62b1e3c361.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_000/sample_62b1e3c361.npz,,2026-05-04T09:00:09.029710Z
11900175bc,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,1,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_001/sample_11900175bc.npz,features/vn/common/class_cam-on_cb7be8bf/aug_001/sample_11900175bc.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_001/sample_11900175bc.npz,,2026-05-04T09:00:09.124344Z
571e134d81,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,2,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_002/sample_571e134d81.npz,features/vn/common/class_cam-on_cb7be8bf/aug_002/sample_571e134d81.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_002/sample_571e134d81.npz,,2026-05-04T09:00:09.219528Z
f82be7f09c,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,3,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_003/sample_f82be7f09c.npz,features/vn/common/class_cam-on_cb7be8bf/aug_003/sample_f82be7f09c.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_003/sample_f82be7f09c.npz,,2026-05-04T09:00:09.300438Z
3526d4f7b2,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,4,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_004/sample_3526d4f7b2.npz,features/vn/common/class_cam-on_cb7be8bf/aug_004/sample_3526d4f7b2.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_004/sample_3526d4f7b2.npz,,2026-05-04T09:00:09.384454Z
ee218241e5,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,5,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_005/sample_ee218241e5.npz,features/vn/common/class_cam-on_cb7be8bf/aug_005/sample_ee218241e5.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_005/sample_ee218241e5.npz,,2026-05-04T09:00:09.466446Z
cf2b357883,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,6,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_006/sample_cf2b357883.npz,features/vn/common/class_cam-on_cb7be8bf/aug_006/sample_cf2b357883.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_006/sample_cf2b357883.npz,,2026-05-04T09:00:09.561101Z
9af3b301f9,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,7,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_007/sample_9af3b301f9.npz,features/vn/common/class_cam-on_cb7be8bf/aug_007/sample_9af3b301f9.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_007/sample_9af3b301f9.npz,,2026-05-04T09:00:09.646094Z
14def3edb3,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,0,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_000/sample_14def3edb3.npz,features/vn/common/class_cam-on_cb7be8bf/aug_000/sample_14def3edb3.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_000/sample_14def3edb3.npz,,2026-05-04T09:00:18.932997Z
127d29a3ee,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,1,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_001/sample_127d29a3ee.npz,features/vn/common/class_cam-on_cb7be8bf/aug_001/sample_127d29a3ee.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_001/sample_127d29a3ee.npz,,2026-05-04T09:00:19.021685Z
dc5496e5df,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,2,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_002/sample_dc5496e5df.npz,features/vn/common/class_cam-on_cb7be8bf/aug_002/sample_dc5496e5df.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_002/sample_dc5496e5df.npz,,2026-05-04T09:00:19.118355Z
6be18a2584,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,3,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_003/sample_6be18a2584.npz,features/vn/common/class_cam-on_cb7be8bf/aug_003/sample_6be18a2584.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_003/sample_6be18a2584.npz,,2026-05-04T09:00:19.206565Z
45502b7f69,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,4,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_004/sample_45502b7f69.npz,features/vn/common/class_cam-on_cb7be8bf/aug_004/sample_45502b7f69.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_004/sample_45502b7f69.npz,,2026-05-04T09:00:19.292343Z
f2a9511692,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,5,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_005/sample_f2a9511692.npz,features/vn/common/class_cam-on_cb7be8bf/aug_005/sample_f2a9511692.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_005/sample_f2a9511692.npz,,2026-05-04T09:00:19.372718Z
b641af9bda,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,6,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_006/sample_b641af9bda.npz,features/vn/common/class_cam-on_cb7be8bf/aug_006/sample_b641af9bda.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_006/sample_b641af9bda.npz,,2026-05-04T09:00:19.457413Z
5a6d54b889,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Minh,1777885146491,,,60,7,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_007/sample_5a6d54b889.npz,features/vn/common/class_cam-on_cb7be8bf/aug_007/sample_5a6d54b889.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_007/sample_5a6d54b889.npz,,2026-05-04T09:00:19.550403Z
bbe2ac25a5,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,0,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_000/sample_bbe2ac25a5.npz,features/vn/common/class_xin-chao_df0cab07/aug_000/sample_bbe2ac25a5.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_000/sample_bbe2ac25a5.npz,,2026-05-04T09:06:27.250776Z
815705a584,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,1,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_001/sample_815705a584.npz,features/vn/common/class_xin-chao_df0cab07/aug_001/sample_815705a584.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_001/sample_815705a584.npz,,2026-05-04T09:06:27.334677Z
5730715e82,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,2,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_002/sample_5730715e82.npz,features/vn/common/class_xin-chao_df0cab07/aug_002/sample_5730715e82.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_002/sample_5730715e82.npz,,2026-05-04T09:06:27.407917Z
b7e18debe3,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,3,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_003/sample_b7e18debe3.npz,features/vn/common/class_xin-chao_df0cab07/aug_003/sample_b7e18debe3.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_003/sample_b7e18debe3.npz,,2026-05-04T09:06:27.483610Z
010bab6079,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,4,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_004/sample_010bab6079.npz,features/vn/common/class_xin-chao_df0cab07/aug_004/sample_010bab6079.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_004/sample_010bab6079.npz,,2026-05-04T09:06:27.559403Z
abb9f9109d,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,5,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_005/sample_abb9f9109d.npz,features/vn/common/class_xin-chao_df0cab07/aug_005/sample_abb9f9109d.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_005/sample_abb9f9109d.npz,,2026-05-04T09:06:27.631400Z
6c9c63705f,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,6,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_006/sample_6c9c63705f.npz,features/vn/common/class_xin-chao_df0cab07/aug_006/sample_6c9c63705f.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_006/sample_6c9c63705f.npz,,2026-05-04T09:06:27.704936Z
aa388fe74e,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,7,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_007/sample_aa388fe74e.npz,features/vn/common/class_xin-chao_df0cab07/aug_007/sample_aa388fe74e.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_007/sample_aa388fe74e.npz,,2026-05-04T09:06:27.788331Z
51e4746662,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,0,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_000/sample_51e4746662.npz,features/vn/common/class_xin-chao_df0cab07/aug_000/sample_51e4746662.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_000/sample_51e4746662.npz,,2026-05-04T09:06:35.391522Z
69b212e70d,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,1,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_001/sample_69b212e70d.npz,features/vn/common/class_xin-chao_df0cab07/aug_001/sample_69b212e70d.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_001/sample_69b212e70d.npz,,2026-05-04T09:06:35.470033Z
9b66030e8d,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,2,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_002/sample_9b66030e8d.npz,features/vn/common/class_xin-chao_df0cab07/aug_002/sample_9b66030e8d.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_002/sample_9b66030e8d.npz,,2026-05-04T09:06:35.553819Z
b5275da8a4,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,3,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_003/sample_b5275da8a4.npz,features/vn/common/class_xin-chao_df0cab07/aug_003/sample_b5275da8a4.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_003/sample_b5275da8a4.npz,,2026-05-04T09:06:35.636990Z
e10b3cb1e1,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,4,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_004/sample_e10b3cb1e1.npz,features/vn/common/class_xin-chao_df0cab07/aug_004/sample_e10b3cb1e1.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_004/sample_e10b3cb1e1.npz,,2026-05-04T09:06:35.716692Z
e7c4b5ff42,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,5,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_005/sample_e7c4b5ff42.npz,features/vn/common/class_xin-chao_df0cab07/aug_005/sample_e7c4b5ff42.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_005/sample_e7c4b5ff42.npz,,2026-05-04T09:06:35.793951Z
f4748ec95d,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,6,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_006/sample_f4748ec95d.npz,features/vn/common/class_xin-chao_df0cab07/aug_006/sample_f4748ec95d.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_006/sample_f4748ec95d.npz,,2026-05-04T09:06:35.866136Z
763e5ba634,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,7,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_007/sample_763e5ba634.npz,features/vn/common/class_xin-chao_df0cab07/aug_007/sample_763e5ba634.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_007/sample_763e5ba634.npz,,2026-05-04T09:06:35.941706Z
fdca223836,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,0,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_000/sample_fdca223836.npz,features/vn/common/class_xin-chao_df0cab07/aug_000/sample_fdca223836.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_000/sample_fdca223836.npz,,2026-05-04T09:06:43.509660Z
456b057d75,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,1,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_001/sample_456b057d75.npz,features/vn/common/class_xin-chao_df0cab07/aug_001/sample_456b057d75.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_001/sample_456b057d75.npz,,2026-05-04T09:06:43.591592Z
416cbf4072,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,2,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_002/sample_416cbf4072.npz,features/vn/common/class_xin-chao_df0cab07/aug_002/sample_416cbf4072.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_002/sample_416cbf4072.npz,,2026-05-04T09:06:43.672036Z
aca1109099,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,3,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_003/sample_aca1109099.npz,features/vn/common/class_xin-chao_df0cab07/aug_003/sample_aca1109099.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_003/sample_aca1109099.npz,,2026-05-04T09:06:43.760640Z
9a6ff26747,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,4,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_004/sample_9a6ff26747.npz,features/vn/common/class_xin-chao_df0cab07/aug_004/sample_9a6ff26747.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_004/sample_9a6ff26747.npz,,2026-05-04T09:06:43.851809Z
