sample_uid,class_uid,slug,label_original,language,dialect,source_type,user,session_id,fps_original,fps_processed,seq_len,augment_id,completeness,file_path,storage_key,storage_url,checksum,created_at,sample_id,class_idx,folder_name,file,label_slug,label_key
68fd68f5ef,7246af3c-d9b8-4919-afff-9b21ad3f8d93,tom,tôm,vn,hoa-de,camera,Minh,1778754365813,,,60,0,None,https://drive.google.com/file/d/1Lry3WkuFxdSXZ8vAKnJ7ihsDRXFj73YR/view,features/vn/hoa-de/class_tom_7246af3c/sample_68fd68f5ef.npz,https://drive.google.com/file/d/1Lry3WkuFxdSXZ8vAKnJ7ihsDRXFj73YR/view,,2026-05-14T10:28:08.771997Z,68fd68f5ef,4,class_tom_7246af3c,sample_68fd68f5ef.npz,tom,vn/hoa-de/tom
c77e1bcd5e,7246af3c-d9b8-4919-afff-9b21ad3f8d93,tom,tôm,vn,hoa-de,camera,Trân,1778751697482,,,60,0,None,https://drive.google.com/file/d/1PLW-gMbUDw9J_xTVE5bXxbJiczkz_c5m/view,features/vn/hoa-de/class_tom_7246af3c/sample_c77e1bcd5e.npz,https://drive.google.com/file/d/1PLW-gMbUDw9J_xTVE5bXxbJiczkz_c5m/view,,2026-05-14T09:55:51.873119Z,c77e1bcd5e,4,class_tom_7246af3c,sample_c77e1bcd5e.npz,tom,vn/hoa-de/tom
aee45136bd,7246af3c-d9b8-4919-afff-9b21ad3f8d93,tom,tôm,vn,hoa-de,camera,Minh,1778754365813,,,60,0,None,https://drive.google.com/file/d/1scZ7zj38_4u5THK2LjbCeC3X4Bm0noNG/view,features/vn/hoa-de/class_tom_7246af3c/sample_aee45136bd.npz,https://drive.google.com/file/d/1scZ7zj38_4u5THK2LjbCeC3X4Bm0noNG/view,,2026-05-14T10:29:38.549780Z,aee45136bd,4,class_tom_7246af3c,sample_aee45136bd.npz,tom,vn/hoa-de/tom
435c127d9a,7246af3c-d9b8-4919-afff-9b21ad3f8d93,tom,tôm,vn,hoa-de,camera,Trân,1778754242761,,,60,0,None,https://drive.google.com/file/d/1Zt-lIDY3GWFCfbXGqcheTszG_dKC0kof/view,features/vn/hoa-de/class_tom_7246af3c/sample_435c127d9a.npz,https://drive.google.com/file/d/1Zt-lIDY3GWFCfbXGqcheTszG_dKC0kof/view,,2026-05-14T10:25:32.789361Z,435c127d9a,4,class_tom_7246af3c,sample_435c127d9a.npz,tom,vn/hoa-de/tom
41053fc775,7246af3c-d9b8-4919-afff-9b21ad3f8d93,tom,tôm,vn,hoa-de,camera,Trân,1778754365813,,,60,0,None,https://drive.google.com/file/d/187fk-SX1RnK6M_7io0di7ChFim4Pxanr/view,features/vn/hoa-de/class_tom_7246af3c/sample_41053fc775.npz,https://drive.google.com/file/d/187fk-SX1RnK6M_7io0di7ChFim4Pxanr/view,,2026-05-14T10:27:20.560015Z,41053fc775,4,class_tom_7246af3c,sample_41053fc775.npz,tom,vn/hoa-de/tom
822a8aeb10,7246af3c-d9b8-4919-afff-9b21ad3f8d93,tom,tôm,vn,hoa-de,camera,Trân,1778751697482,,,60,0,None,https://drive.google.com/file/d/15iNkQDgRIcQQLGGmY_dpu5R-TKcWQYV5/view,features/vn/hoa-de/class_tom_7246af3c/sample_822a8aeb10.npz,https://drive.google.com/file/d/15iNkQDgRIcQQLGGmY_dpu5R-TKcWQYV5/view,,2026-05-14T09:53:29.024582Z,822a8aeb10,4,class_tom_7246af3c,sample_822a8aeb10.npz,tom,vn/hoa-de/tom
7d4ba577a6,7246af3c-d9b8-4919-afff-9b21ad3f8d93,tom,tôm,vn,hoa-de,camera,Minh,1778754365813,,,60,0,None,https://drive.google.com/file/d/1Rz9W7Aufi7a9MAtWGvXJifs1EA1JC87t/view,features/vn/hoa-de/class_tom_7246af3c/sample_7d4ba577a6.npz,https://drive.google.com/file/d/1Rz9W7Aufi7a9MAtWGvXJifs1EA1JC87t/view,,2026-05-14T10:28:35.742423Z,7d4ba577a6,4,class_tom_7246af3c,sample_7d4ba577a6.npz,tom,vn/hoa-de/tom
87da3cd71b,7246af3c-d9b8-4919-afff-9b21ad3f8d93,tom,tôm,vn,hoa-de,camera,Trân,1778751697482,,,60,0,None,https://drive.google.com/file/d/1MzztY8XHYeRrKGH29k-MdiYdQcbIxFYw/view,features/vn/hoa-de/class_tom_7246af3c/sample_87da3cd71b.npz,https://drive.google.com/file/d/1MzztY8XHYeRrKGH29k-MdiYdQcbIxFYw/view,,2026-05-14T09:54:22.606063Z,87da3cd71b,4,class_tom_7246af3c,sample_87da3cd71b.npz,tom,vn/hoa-de/tom
6351420746,7246af3c-d9b8-4919-afff-9b21ad3f8d93,tom,tôm,vn,hoa-de,camera,Trân,1778754365813,,,60,0,None,https://drive.google.com/file/d/1D7Ttv2PjHeyY3Y2HeA2zcFu2ETEHEiKy/view,features/vn/hoa-de/class_tom_7246af3c/sample_6351420746.npz,https://drive.google.com/file/d/1D7Ttv2PjHeyY3Y2HeA2zcFu2ETEHEiKy/view,,2026-05-14T10:26:53.691877Z,6351420746,4,class_tom_7246af3c,sample_6351420746.npz,tom,vn/hoa-de/tom
d6ef358990,7246af3c-d9b8-4919-afff-9b21ad3f8d93,tom,tôm,vn,hoa-de,camera,Trân,1778751697482,,,60,0,None,https://drive.google.com/file/d/19S0u3fiZyo3nB4OZu-dwxxs75cKXLEHe/view,features/vn/hoa-de/class_tom_7246af3c/sample_d6ef358990.npz,https://drive.google.com/file/d/19S0u3fiZyo3nB4OZu-dwxxs75cKXLEHe/view,,2026-05-14T09:56:05.829818Z,d6ef358990,4,class_tom_7246af3c,sample_d6ef358990.npz,tom,vn/hoa-de/tom
a06d3c99a1,7246af3c-d9b8-4919-afff-9b21ad3f8d93,tom,tôm,vn,hoa-de,camera,Trân,1778751697482,,,60,0,None,https://drive.google.com/file/d/1x5LzkMBY8_3T8XEprGjscJlzPdQ3Fm6W/view,features/vn/hoa-de/class_tom_7246af3c/sample_a06d3c99a1.npz,https://drive.google.com/file/d/1x5LzkMBY8_3T8XEprGjscJlzPdQ3Fm6W/view,,2026-05-14T09:53:55.927800Z,a06d3c99a1,4,class_tom_7246af3c,sample_a06d3c99a1.npz,tom,vn/hoa-de/tom
f457fd63b7,7246af3c-d9b8-4919-afff-9b21ad3f8d93,tom,tôm,vn,hoa-de,camera,Trân,1778754365813,,,60,0,None,https://drive.google.com/file/d/1UCO2QfWxGZwt0pUoVnCFGVt6M4qI9D9F/view,features/vn/hoa-de/class_tom_7246af3c/sample_f457fd63b7.npz,https://drive.google.com/file/d/1UCO2QfWxGZwt0pUoVnCFGVt6M4qI9D9F/view,,2026-05-14T10:27:34.106150Z,f457fd63b7,4,class_tom_7246af3c,sample_f457fd63b7.npz,tom,vn/hoa-de/tom
9945cc3b5b,7246af3c-d9b8-4919-afff-9b21ad3f8d93,tom,tôm,vn,hoa-de,camera,Minh,1778754365813,,,60,0,None,https://drive.google.com/file/d/11CY28XSaEP29krLLOCwax3se7hFZIuB7/view,features/vn/hoa-de/class_tom_7246af3c/sample_9945cc3b5b.npz,https://drive.google.com/file/d/11CY28XSaEP29krLLOCwax3se7hFZIuB7/view,,2026-05-14T10:29:02.485487Z,9945cc3b5b,4,class_tom_7246af3c,sample_9945cc3b5b.npz,tom,vn/hoa-de/tom
df315bf8fd,7246af3c-d9b8-4919-afff-9b21ad3f8d93,tom,tôm,vn,hoa-de,camera,Trân,1778754365813,,,60,0,None,https://drive.google.com/file/d/1oDpe5DoLPXDjafrZe5_PpPNJa_NUszlX/view,features/vn/hoa-de/class_tom_7246af3c/sample_df315bf8fd.npz,https://drive.google.com/file/d/1oDpe5DoLPXDjafrZe5_PpPNJa_NUszlX/view,,2026-05-14T10:27:47.209177Z,df315bf8fd,4,class_tom_7246af3c,sample_df315bf8fd.npz,tom,vn/hoa-de/tom
0744989f41,7246af3c-d9b8-4919-afff-9b21ad3f8d93,tom,tôm,vn,hoa-de,camera,Trân,1778751697482,,,60,0,None,https://drive.google.com/file/d/1OlnLkn4vK5IlADqs9L-lA3ImMB2SFf16/view,features/vn/hoa-de/class_tom_7246af3c/sample_0744989f41.npz,https://drive.google.com/file/d/1OlnLkn4vK5IlADqs9L-lA3ImMB2SFf16/view,,2026-05-14T09:53:42.368696Z,0744989f41,4,class_tom_7246af3c,sample_0744989f41.npz,tom,vn/hoa-de/tom
85bb571cb0,7246af3c-d9b8-4919-afff-9b21ad3f8d93,tom,tôm,vn,hoa-de,camera,Minh,1778754365813,,,60,0,None,https://drive.google.com/file/d/16C8-e9mTp58yGR0FYOiSj8p6T9YWbyrf/view,features/vn/hoa-de/class_tom_7246af3c/sample_85bb571cb0.npz,https://drive.google.com/file/d/16C8-e9mTp58yGR0FYOiSj8p6T9YWbyrf/view,,2026-05-14T10:28:22.278657Z,85bb571cb0,4,class_tom_7246af3c,sample_85bb571cb0.npz,tom,vn/hoa-de/tom
115d9deffb,7246af3c-d9b8-4919-afff-9b21ad3f8d93,tom,tôm,vn,hoa-de,camera,Minh,1778754365813,,,60,0,None,https://drive.google.com/file/d/1PdB5gjbRciKwntAtrFsasTWFAJYsiLMS/view,features/vn/hoa-de/class_tom_7246af3c/sample_115d9deffb.npz,https://drive.google.com/file/d/1PdB5gjbRciKwntAtrFsasTWFAJYsiLMS/view,,2026-05-14T10:29:52.017081Z,115d9deffb,4,class_tom_7246af3c,sample_115d9deffb.npz,tom,vn/hoa-de/tom
9d723103de,7246af3c-d9b8-4919-afff-9b21ad3f8d93,tom,tôm,vn,hoa-de,camera,Minh,1778754365813,,,60,0,None,https://drive.google.com/file/d/1XGo0YlIvPPEgS_wd438TjInoXCOlRWYr/view,features/vn/hoa-de/class_tom_7246af3c/sample_9d723103de.npz,https://drive.google.com/file/d/1XGo0YlIvPPEgS_wd438TjInoXCOlRWYr/view,,2026-05-14T10:30:18.748878Z,9d723103de,4,class_tom_7246af3c,sample_9d723103de.npz,tom,vn/hoa-de/tom
b90bb52bb9,55dc73f1-ea11-47ba-b8af-ab93622d2245,lot-da-ca,lột da cá,vn,hoa-de,camera,Minh,1778753481107,,,60,0,None,https://drive.google.com/file/d/1WNFs4Q7JdhkSU1_sHzKpd-agzEiInKZQ/view,features/vn/hoa-de/class_lot-da-ca_55dc73f1/sample_b90bb52bb9.npz,https://drive.google.com/file/d/1WNFs4Q7JdhkSU1_sHzKpd-agzEiInKZQ/view,,2026-05-14T10:12:03.009696Z,b90bb52bb9,5,class_lot-da-ca_55dc73f1,sample_b90bb52bb9.npz,lot-da-ca,vn/hoa-de/lot-da-ca
eb9a7602cd,55dc73f1-ea11-47ba-b8af-ab93622d2245,lot-da-ca,lột da cá,vn,hoa-de,camera,Minh,1778753481107,,,60,0,None,https://drive.google.com/file/d/1cHDrKVzfoyv1pjZ-6SGstHC_Qpk5DuNE/view,features/vn/hoa-de/class_lot-da-ca_55dc73f1/sample_eb9a7602cd.npz,https://drive.google.com/file/d/1cHDrKVzfoyv1pjZ-6SGstHC_Qpk5DuNE/view,,2026-05-14T10:14:30.788580Z,eb9a7602cd,5,class_lot-da-ca_55dc73f1,sample_eb9a7602cd.npz,lot-da-ca,vn/hoa-de/lot-da-ca
ae63ee3e97,55dc73f1-ea11-47ba-b8af-ab93622d2245,lot-da-ca,lột da cá,vn,hoa-de,camera,Minh,1778753481107,,,60,0,None,https://drive.google.com/file/d/1lX0NcG-cYutdP60Y6eEFBjnQImhRiNUd/view,features/vn/hoa-de/class_lot-da-ca_55dc73f1/sample_ae63ee3e97.npz,https://drive.google.com/file/d/1lX0NcG-cYutdP60Y6eEFBjnQImhRiNUd/view,,2026-05-14T10:13:03.426758Z,ae63ee3e97,5,class_lot-da-ca_55dc73f1,sample_ae63ee3e97.npz,lot-da-ca,vn/hoa-de/lot-da-ca
985bd81319,55dc73f1-ea11-47ba-b8af-ab93622d2245,lot-da-ca,lột da cá,vn,hoa-de,camera,Minh,1778753481107,,,60,0,None,https://drive.google.com/file/d/1bYDnd_GVLwZH74D3QEDKwjIvn2Nw9DYn/view,features/vn/hoa-de/class_lot-da-ca_55dc73f1/sample_985bd81319.npz,https://drive.google.com/file/d/1bYDnd_GVLwZH74D3QEDKwjIvn2Nw9DYn/view,,2026-05-14T10:13:12.240726Z,985bd81319,5,class_lot-da-ca_55dc73f1,sample_985bd81319.npz,lot-da-ca,vn/hoa-de/lot-da-ca
f29bc06a9e,55dc73f1-ea11-47ba-b8af-ab93622d2245,lot-da-ca,lột da cá,vn,hoa-de,camera,Minh,1778753481107,,,60,0,None,https://drive.google.com/file/d/19BXp2DztOb2lnC-7-eIGQPiKPnNf3wS7/view,features/vn/hoa-de/class_lot-da-ca_55dc73f1/sample_f29bc06a9e.npz,https://drive.google.com/file/d/19BXp2DztOb2lnC-7-eIGQPiKPnNf3wS7/view,,2026-05-14T10:14:13.713778Z,f29bc06a9e,5,class_lot-da-ca_55dc73f1,sample_f29bc06a9e.npz,lot-da-ca,vn/hoa-de/lot-da-ca
e9c423084f,55dc73f1-ea11-47ba-b8af-ab93622d2245,lot-da-ca,lột da cá,vn,hoa-de,camera,Minh,1778753481107,,,60,0,None,https://drive.google.com/file/d/1vqI2ZUdJ7v5OEgXKW-VQ_pyW6uRQpFc8/view,features/vn/hoa-de/class_lot-da-ca_55dc73f1/sample_e9c423084f.npz,https://drive.google.com/file/d/1vqI2ZUdJ7v5OEgXKW-VQ_pyW6uRQpFc8/view,,2026-05-14T10:12:47.064199Z,e9c423084f,5,class_lot-da-ca_55dc73f1,sample_e9c423084f.npz,lot-da-ca,vn/hoa-de/lot-da-ca
944fbcc62d,55dc73f1-ea11-47ba-b8af-ab93622d2245,lot-da-ca,lột da cá,vn,hoa-de,camera,Minh,1778753481107,,,60,0,None,https://drive.google.com/file/d/1T3t7Nb9LjP_EaDSx9DIkPymcjFO8qDNY/view,features/vn/hoa-de/class_lot-da-ca_55dc73f1/sample_944fbcc62d.npz,https://drive.google.com/file/d/1T3t7Nb9LjP_EaDSx9DIkPymcjFO8qDNY/view,,2026-05-14T10:12:11.574020Z,944fbcc62d,5,class_lot-da-ca_55dc73f1,sample_944fbcc62d.npz,lot-da-ca,vn/hoa-de/lot-da-ca
327e920349,55dc73f1-ea11-47ba-b8af-ab93622d2245,lot-da-ca,lột da cá,vn,hoa-de,camera,Minh,1778753481107,,,60,0,None,https://drive.google.com/file/d/1TqUCcPgqLwKIqoqadG8doKz_DZ1QiDpC/view,features/vn/hoa-de/class_lot-da-ca_55dc73f1/sample_327e920349.npz,https://drive.google.com/file/d/1TqUCcPgqLwKIqoqadG8doKz_DZ1QiDpC/view,,2026-05-14T10:12:55.123476Z,327e920349,5,class_lot-da-ca_55dc73f1,sample_327e920349.npz,lot-da-ca,vn/hoa-de/lot-da-ca
ce57ba546e,55dc73f1-ea11-47ba-b8af-ab93622d2245,lot-da-ca,lột da cá,vn,hoa-de,camera,Minh,1778753481107,,,60,0,None,https://drive.google.com/file/d/1GZGS9NJ1Sj8h_AOKGqBjhaowstRAkZVf/view,features/vn/hoa-de/class_lot-da-ca_55dc73f1/sample_ce57ba546e.npz,https://drive.google.com/file/d/1GZGS9NJ1Sj8h_AOKGqBjhaowstRAkZVf/view,,2026-05-14T10:12:28.734768Z,ce57ba546e,5,class_lot-da-ca_55dc73f1,sample_ce57ba546e.npz,lot-da-ca,vn/hoa-de/lot-da-ca
89698f866e,55dc73f1-ea11-47ba-b8af-ab93622d2245,lot-da-ca,lột da cá,vn,hoa-de,camera,Minh,1778753481107,,,60,0,None,https://drive.google.com/file/d/1LfgHZYn7oVhI71LP2nRRNboEQuy_0QUa/view,features/vn/hoa-de/class_lot-da-ca_55dc73f1/sample_89698f866e.npz,https://drive.google.com/file/d/1LfgHZYn7oVhI71LP2nRRNboEQuy_0QUa/view,,2026-05-14T10:13:57.950010Z,89698f866e,5,class_lot-da-ca_55dc73f1,sample_89698f866e.npz,lot-da-ca,vn/hoa-de/lot-da-ca
