sample_uid,class_uid,slug,label_original,language,dialect,source_type,user_id,session_id,fps_original,fps_processed,seq_len,augment_id,completeness,file_path,storage_key,storage_url,checksum,created_at,sample_id,class_idx,folder_name,file,label_slug,label_key
a7cdd1c9a2,2cb0694b-df4b-4b29-ac1c-b53889394ad0,nhan-vien,nhân viên,vn,can-tho,camera,trân,1780807042223,,,60,0,None,/dataset/features/vn/can-tho/class_nhan-vien_2cb0694b/sample_a7cdd1c9a2.npz,features/vn/can-tho/class_nhan-vien_2cb0694b/sample_a7cdd1c9a2.npz,https://drive.google.com/file/d/1dQkbPlenPGtkSTMGrzXO1boLYjmPmfNY/view,,2026-06-07T04:38:46.197711Z,a7cdd1c9a2,33,class_nhan-vien_2cb0694b,sample_a7cdd1c9a2.npz,nhan-vien,vn/can-tho/nhan-vien
768a924638,2cb0694b-df4b-4b29-ac1c-b53889394ad0,nhan-vien,nhân viên,vn,can-tho,camera,trân,1780807042223,,,60,0,None,/dataset/features/vn/can-tho/class_nhan-vien_2cb0694b/sample_768a924638.npz,features/vn/can-tho/class_nhan-vien_2cb0694b/sample_768a924638.npz,https://drive.google.com/file/d/11f_DXc8phxzZiel-CWK1aI2Pu-e9PGoX/view,,2026-06-07T04:40:57.649884Z,768a924638,33,class_nhan-vien_2cb0694b,sample_768a924638.npz,nhan-vien,vn/can-tho/nhan-vien
d2b04c97b5,2cb0694b-df4b-4b29-ac1c-b53889394ad0,nhan-vien,nhân viên,vn,can-tho,camera,minh,1780807042223,,,60,0,None,/dataset/features/vn/can-tho/class_nhan-vien_2cb0694b/sample_d2b04c97b5.npz,features/vn/can-tho/class_nhan-vien_2cb0694b/sample_d2b04c97b5.npz,https://drive.google.com/file/d/1v3cdlqq-DfN_GpR-x7JxeVCnTUGZ4c04/view,,2026-06-07T04:48:28.070028Z,d2b04c97b5,33,class_nhan-vien_2cb0694b,sample_d2b04c97b5.npz,nhan-vien,vn/can-tho/nhan-vien
d461d903cd,2cb0694b-df4b-4b29-ac1c-b53889394ad0,nhan-vien,nhân viên,vn,can-tho,camera,trân,1780807042223,,,60,0,None,/dataset/features/vn/can-tho/class_nhan-vien_2cb0694b/sample_d461d903cd.npz,features/vn/can-tho/class_nhan-vien_2cb0694b/sample_d461d903cd.npz,https://drive.google.com/file/d/1UJ4pFdfKLnUfNYaCLRH0qptdR6eIr_Bc/view,,2026-06-07T04:39:20.753271Z,d461d903cd,33,class_nhan-vien_2cb0694b,sample_d461d903cd.npz,nhan-vien,vn/can-tho/nhan-vien
cd34b3213a,2cb0694b-df4b-4b29-ac1c-b53889394ad0,nhan-vien,nhân viên,vn,can-tho,camera,minh,1780807042223,,,60,0,None,/dataset/features/vn/can-tho/class_nhan-vien_2cb0694b/sample_cd34b3213a.npz,features/vn/can-tho/class_nhan-vien_2cb0694b/sample_cd34b3213a.npz,https://drive.google.com/file/d/1VU6kL4Id2VNVbVfqv5ZD1tKThmM3dUDB/view,,2026-06-07T04:41:56.701115Z,cd34b3213a,33,class_nhan-vien_2cb0694b,sample_cd34b3213a.npz,nhan-vien,vn/can-tho/nhan-vien
795a1a17ca,2cb0694b-df4b-4b29-ac1c-b53889394ad0,nhan-vien,nhân viên,vn,can-tho,camera,trân,1780807042223,,,60,0,None,/dataset/features/vn/can-tho/class_nhan-vien_2cb0694b/sample_795a1a17ca.npz,features/vn/can-tho/class_nhan-vien_2cb0694b/sample_795a1a17ca.npz,https://drive.google.com/file/d/17qMfFplLcpHJdDso4nvaVR3ODZWXbYhs/view,,2026-06-07T04:40:20.479290Z,795a1a17ca,33,class_nhan-vien_2cb0694b,sample_795a1a17ca.npz,nhan-vien,vn/can-tho/nhan-vien
b1347d484f,2cb0694b-df4b-4b29-ac1c-b53889394ad0,nhan-vien,nhân viên,vn,can-tho,camera,trân,1780807042223,,,60,0,None,/dataset/features/vn/can-tho/class_nhan-vien_2cb0694b/sample_b1347d484f.npz,features/vn/can-tho/class_nhan-vien_2cb0694b/sample_b1347d484f.npz,https://drive.google.com/file/d/1ps_dQM5VEfQZxPO41OvUY28sEQWoXKEO/view,,2026-06-07T04:40:32.757770Z,b1347d484f,33,class_nhan-vien_2cb0694b,sample_b1347d484f.npz,nhan-vien,vn/can-tho/nhan-vien
a3f302712b,2cb0694b-df4b-4b29-ac1c-b53889394ad0,nhan-vien,nhân viên,vn,can-tho,camera,trân,1780807042223,,,60,0,None,/dataset/features/vn/can-tho/class_nhan-vien_2cb0694b/sample_a3f302712b.npz,features/vn/can-tho/class_nhan-vien_2cb0694b/sample_a3f302712b.npz,https://drive.google.com/file/d/1mzwpTkzfWDwEpHhL9hgFXfmpB02goYWd/view,,2026-06-07T04:41:10.548113Z,a3f302712b,33,class_nhan-vien_2cb0694b,sample_a3f302712b.npz,nhan-vien,vn/can-tho/nhan-vien
bf8645c215,2cb0694b-df4b-4b29-ac1c-b53889394ad0,nhan-vien,nhân viên,vn,can-tho,camera,minh,1780807042223,,,60,0,None,/dataset/features/vn/can-tho/class_nhan-vien_2cb0694b/sample_bf8645c215.npz,features/vn/can-tho/class_nhan-vien_2cb0694b/sample_bf8645c215.npz,https://drive.google.com/file/d/12k8bD8Tokd-71o0zSVy933LGkL6lvitp/view,,2026-06-07T04:49:21.542462Z,bf8645c215,33,class_nhan-vien_2cb0694b,sample_bf8645c215.npz,nhan-vien,vn/can-tho/nhan-vien
ddc6dafaaa,2cb0694b-df4b-4b29-ac1c-b53889394ad0,nhan-vien,nhân viên,vn,can-tho,camera,minh,1780807042223,,,60,0,None,/dataset/features/vn/can-tho/class_nhan-vien_2cb0694b/sample_ddc6dafaaa.npz,features/vn/can-tho/class_nhan-vien_2cb0694b/sample_ddc6dafaaa.npz,https://drive.google.com/file/d/141GIEG18QOsb5CMsV6kKBBro-w4HUrWY/view,,2026-06-07T04:42:48.998719Z,ddc6dafaaa,33,class_nhan-vien_2cb0694b,sample_ddc6dafaaa.npz,nhan-vien,vn/can-tho/nhan-vien
c7b611b923,2cb0694b-df4b-4b29-ac1c-b53889394ad0,nhan-vien,nhân viên,vn,can-tho,camera,trân,1780807042223,,,60,0,None,/dataset/features/vn/can-tho/class_nhan-vien_2cb0694b/sample_c7b611b923.npz,features/vn/can-tho/class_nhan-vien_2cb0694b/sample_c7b611b923.npz,https://drive.google.com/file/d/1SACtBW-FfUVoyQIVyj-HVhWrIXIyXNP-/view,,2026-06-07T04:40:45.289565Z,c7b611b923,33,class_nhan-vien_2cb0694b,sample_c7b611b923.npz,nhan-vien,vn/can-tho/nhan-vien
9d063a60b9,2cb0694b-df4b-4b29-ac1c-b53889394ad0,nhan-vien,nhân viên,vn,can-tho,camera,minh,1780807042223,,,60,0,None,/dataset/features/vn/can-tho/class_nhan-vien_2cb0694b/sample_9d063a60b9.npz,features/vn/can-tho/class_nhan-vien_2cb0694b/sample_9d063a60b9.npz,https://drive.google.com/file/d/1XXudmQaRdjJzPhuEYS700QXE60jxw3eK/view,,2026-06-07T04:46:17.319726Z,9d063a60b9,33,class_nhan-vien_2cb0694b,sample_9d063a60b9.npz,nhan-vien,vn/can-tho/nhan-vien
886e0a8a92,2cb0694b-df4b-4b29-ac1c-b53889394ad0,nhan-vien,nhân viên,vn,can-tho,camera,minh,1780807042223,,,60,0,None,/dataset/features/vn/can-tho/class_nhan-vien_2cb0694b/sample_886e0a8a92.npz,features/vn/can-tho/class_nhan-vien_2cb0694b/sample_886e0a8a92.npz,https://drive.google.com/file/d/1HWhdAtETmedATuKBsNV-9tuTYjVvBDuS/view,,2026-06-07T04:46:48.928038Z,886e0a8a92,33,class_nhan-vien_2cb0694b,sample_886e0a8a92.npz,nhan-vien,vn/can-tho/nhan-vien
ee9aa2d96b,2cb0694b-df4b-4b29-ac1c-b53889394ad0,nhan-vien,nhân viên,vn,can-tho,camera,trân,1780807042223,,,60,0,None,/dataset/features/vn/can-tho/class_nhan-vien_2cb0694b/sample_ee9aa2d96b.npz,features/vn/can-tho/class_nhan-vien_2cb0694b/sample_ee9aa2d96b.npz,https://drive.google.com/file/d/1HZO1s1Dzy4s2QuMT-_EgJi7YlHbORETj/view,,2026-06-07T04:39:57.970013Z,ee9aa2d96b,33,class_nhan-vien_2cb0694b,sample_ee9aa2d96b.npz,nhan-vien,vn/can-tho/nhan-vien
d27b222416,2cb0694b-df4b-4b29-ac1c-b53889394ad0,nhan-vien,nhân viên,vn,can-tho,camera,minh,1780807042223,,,60,0,None,/dataset/features/vn/can-tho/class_nhan-vien_2cb0694b/sample_d27b222416.npz,features/vn/can-tho/class_nhan-vien_2cb0694b/sample_d27b222416.npz,https://drive.google.com/file/d/1KYQu7kXaz4g6micwQr3qyjyNB8CCgB2D/view,,2026-06-07T04:47:55.758587Z,d27b222416,33,class_nhan-vien_2cb0694b,sample_d27b222416.npz,nhan-vien,vn/can-tho/nhan-vien
cb0aa59be9,2cb0694b-df4b-4b29-ac1c-b53889394ad0,nhan-vien,nhân viên,vn,can-tho,camera,minh,1780807042223,,,60,0,None,/dataset/features/vn/can-tho/class_nhan-vien_2cb0694b/sample_cb0aa59be9.npz,features/vn/can-tho/class_nhan-vien_2cb0694b/sample_cb0aa59be9.npz,https://drive.google.com/file/d/1IDGTlipw4dcJZErIFliCIUqfyXNfIeQx/view,,2026-06-07T04:41:28.558665Z,cb0aa59be9,33,class_nhan-vien_2cb0694b,sample_cb0aa59be9.npz,nhan-vien,vn/can-tho/nhan-vien
